,,,Sem 1,Sem 1,Sem 2,Sem 3,Sem 4,Sem 5,Sem 6,Sem 7,Sem 8,Sem 9,Sem 10,Sem 11,Sem 12,Votos recebidos
,,,Dia 3,Dia 7,Sem 2,Sem 3,Sem 4,Sem 5,Sem 6,Sem 7,Sem 8,Sem 9,Sem 10,Sem 11,Final,Votos recebidos
Líder,Líder,Líder,(nenhum),MayaraVivian,Emilly,Daniel,Pedro,DanielEmilly,Ilmar,Marcos,Ilmar,Ilmar,Emilly,Emilly,(nenhum),
Anjo,Anjo,Anjo,(nenhum),DanielMarinalva,Daniel,Emilly,Ieda,Marcos,Roberta,Rômulo,Marcos,Marinalva,(nenhum),(nenhum),(nenhum),
Imunizado,Imunizado,Imunizado,(nenhum),Luiz Felipe,Manoel,Roberta,Elis,Marcos,Ieda,Vivian,Emilly,Marinalva,(nenhum),(nenhum),(nenhum),
Big Fone,Big Fone,Big Fone,(nenhum),(nenhum),(nenhum),Pedro,(nenhum),(nenhum),Ilmar,(nenhum),(nenhum),(nenhum),(nenhum),(nenhum),(nenhum),
Indicado(Big Fone),Indicado(Big Fone),Indicado(Big Fone),(nenhum),(nenhum),(nenhum),Ilmar,(nenhum),(nenhum),(nenhum),(nenhum),(nenhum),(nenhum),(nenhum),(nenhum),(nenhum),
Indicado(Líder),Indicado(Líder),Indicado(Líder),(nenhum),Marcos,Vivian,Marcos,Manoel,Elis,Pedro,Roberta,Rômulo,Daniel,Ilmar,Marinalva,(nenhum),
Indicado(Casa),Indicado(Casa),Indicado(Casa),(nenhum),Gabriela Flor,Mayara,Luiz Felipe,EmillyVivian,Ilmar,Emilly,EmillyIeda,Ieda,Emilly,Marcos,Marcos,(nenhum),
,,,(nenhum),,,,,,,,,,,,,,,,,,,
,,Emilly,Indicada,Gabriela Flor,Líder,Elis,Vivian,Líder,Rômulo,Ieda,Ieda,Ieda,Líder,Líder,Vencedora(Dia 81),18
,,Vivian,Nãoelegível,Líder,Marcos,Elis,Emilly,Ilmar,Emilly,Emilly,Marinalva,Emilly,Marcos,Marcos,2º lugar(Dia 81),7
,,Ieda,Nãoelegível,Gabriela Flor,Mayara,Luiz Felipe,Emilly,Ilmar,Emilly,Marinalva,Marinalva,Emilly,Marcos,Marcos,3º lugar(Dia 81),19
,,Marcos,Nãoelegível,Vivian,Mayara,Luiz Felipe,Vivian,Marinalva,Vivian,Líder,Ieda,Ieda,Marinalva,Ieda,Expulso(Dia 78),15
,,Marinalva,Nãoelegível,Ieda,Mayara,Vivian,Emilly,Rômulo,Emilly,Ieda,Ieda,Emilly,Marcos,Marcos,Eliminada(Dia 77),7
,,Ilmar,Nãoelegível,Gabriela Flor,Mayara,Luiz Felipe,Vivian,Roberta,Líder,Ieda,Líder,Líder,Ieda,Eliminado(Dia 72),Eliminado(Dia 72),13
,,Daniel,Nãoelegível,Gabriela Flor,Marcos,Líder,Emilly,Líder,Rômulo,Ieda,Ieda,Emilly,Eliminado(Dia 64),Eliminado(Dia 64),Eliminado(Dia 64),2
,,Rômulo,Nãoelegível,Gabriela Flor,Mayara,Luiz Felipe,Emilly,Ilmar,Emilly,Emilly,Ieda,Eliminado(Dia 58),Eliminado(Dia 58),Eliminado(Dia 58),Eliminado(Dia 58),6
,,Roberta,Nãoelegível,Ilmar,Mayara,Ieda,Ilmar,Ilmar,Emilly,Ilmar,Eliminada(Dia 51),Eliminada(Dia 51),Eliminada(Dia 51),Eliminada(Dia 51),Eliminada(Dia 51),2
,,Pedro,Nãoelegível,Ilmar,Mayara,Luiz Felipe,Líder,Ilmar,Emilly,Eliminado(Dia 44),Eliminado(Dia 44),Eliminado(Dia 44),Eliminado(Dia 44),Eliminado(Dia 44),Eliminado(Dia 44),1
,,Elis,Nãoelegível,Gabriela Flor,Ilmar,Ieda,Emilly,Ilmar,Eliminada(Dia 37),Eliminada(Dia 37),Eliminada(Dia 37),Eliminada(Dia 37),Eliminada(Dia 37),Eliminada(Dia 37),Eliminada(Dia 37),3
,,Manoel,Indicado,Rômulo,Marcos,Rômulo,Marcos,Eliminado(Dia 30),Eliminado(Dia 30),Eliminado(Dia 30),Eliminado(Dia 30),Eliminado(Dia 30),Eliminado(Dia 30),Eliminado(Dia 30),Eliminado(Dia 30),1
,,Luiz Felipe,Nãoelegível,Gabriela Flor,Marcos,Ieda(×2),Eliminado(Dia 23),Eliminado(Dia 23),Eliminado(Dia 23),Eliminado(Dia 23),Eliminado(Dia 23),Eliminado(Dia 23),Eliminado(Dia 23),Eliminado(Dia 23),Eliminado(Dia 23),5
